分类,测试类型,标准问题,测试问题,关键词,是否成功,ID匹配,关键词匹配,关键词命中率,最高相似度,匹配问题1,匹配问题2,答案摘要
其他问题,标准问题,当地医保局电话多少？,当地医保局电话多少？,"医保局电话,当地医保咨询,医保热线",成功,是,否,33%,0.850,当地医保局电话多少？,人工客服电话是多少？,您好，当地医保咨询电话为025-12393。 您好，可拨打咨询电话4000040181咨询。 您好，
其他问题,标准问题,其他城市什么时候上线？,其他城市什么时候上线？,"上线时间,城市覆盖,地区开通",成功,是,否,0%,0.813,其他城市什么时候上线？,这款产品什么时候生效？,您好，我们正在积极与各地政府沟通产品方案，希望尽快给各地用户提供此类普惠补充医疗产品。敬请期待！ 您
其他问题,标准问题,如何处理已投保但单位已为其办理团险的情况？,如何处理已投保但单位已为其办理团险的情况？,"团险重复,单位已参保,退款登记",成功,是,否,33%,0.817,如何处理已投保但单位已为其办理团险的情况？,麻烦把家庭被保人陈玉琴也一并退保,如果系统检测到您为他人投保的“南京宁惠保”六期产品，其所在单位已为其办理了团险，您可前往“南京宁惠保
客服渠道,标准问题,如有问题，去哪儿咨询？,如有问题，去哪儿咨询？,"咨询,客服,联系方式",成功,是,是,67%,0.702,如有问题，去哪儿咨询？,人工客服电话是多少？,关于“南京宁惠保”产品及参保事宜，您可以关注“南京宁惠保”微信公众号，点击菜单栏【个人中心】—【在线
客服渠道,标准问题,人工客服电话是多少？,人工客服电话是多少？,"客服电话,联系电话,人工电话",成功,是,否,0%,0.886,人工客服电话是多少？,人工客服服务时间是多少？,您好，可拨打咨询电话4000040181咨询。 您好，客服渠道及服务时间如下：
1. 电话咨询：拨打
客服渠道,标准问题,人工客服服务时间是多少？,人工客服服务时间是多少？,"客服时间,服务时间,人工服务",成功,是,否,33%,0.883,人工客服服务时间是多少？,人工客服电话是多少？,您好，客服渠道及服务时间如下：
1. 电话咨询：拨打4000040181，服务时间每天9:00-21
投保条件,标准问题,我想取消自动投保,我想取消自动投保,"取消自动投保,退保,关闭续保",成功,是,否,0%,0.839,我想取消自动投保,这个自动续保我都不知道怎么就自动续保了？能取消订单吗,取消自动续保：①【我的南京APP】或微信公众号【南京宁惠保】“个人中心”--“我的保单”页面找到需要
投保条件,标准问题,在哪里查询投保须知？,在哪里查询投保须知？,"投保渠道,购买方式,参保途径",成功,是,否,0%,0.796,在哪里查询投保须知？,在哪里查询理赔须知？,您好，您可关注【南京宁惠保】微信公众号--【参保入口】，点击参保页面最下方的【投保须知及声明】查看。
投保条件,标准问题,如何重复参保南京宁惠保？,如何重复参保南京宁惠保？,"重复参保,再次投保,南京宁惠保",成功,是,是,67%,0.863,如何重复参保南京宁惠保？,参保有截止日期吗？,目前不支持重复参保，您需要确认是否已成功参保。如需了解参保详情，请点击下方的“立即参保”按钮进行投保
投保条件,标准问题,这是我投保人的电话,这是我投保人的电话,"投保人电话,联系方式,被保险人",成功,是,否,33%,0.859,这是我投保人的电话,如有问题，去哪儿咨询？,责任五：上海质子重离子放射治疗费用医疗保障 | 100万保障期间内，被保险人自获得被保资格之日起，在
投保条件,标准问题,你好，请问投保的五期和六期有什么差别,你好，请问投保的五期和六期有什么差别,"投保,五期,六期",成功,是,是,67%,0.855,你好，请问投保的五期和六期有什么差别,与去年相比，“南京宁惠保”六期的保障有变化吗？,基础保障版（99元版本）①责任一：免赔额1.5万至2万元之间赔付20%；2万元以上非既往症赔付90%
投保条件,标准问题,怎么查询别人是购买的是99还是150,怎么查询别人是购买的是99还是150,"查询版本,99元,150元",成功,是,否,0%,0.761,怎么查询别人是购买的是99还是150,能查到我的保单么,24年：免赔额是年度内累计的（基础版99）①责任一 医保范围内个人自付：免赔额 1.8万， 1.8万
投保条件,标准问题,后投保后多次时间生效,后投保后多次时间生效,多次投保生效规则,成功,是,否,0%,0.802,后投保后多次时间生效,这款产品生效时间早于投保时间是否合规？,25年：免赔额是年度内累计的（基础版99）①责任一 医保范围内个人自付：免赔额 1.5万， 1.5万
既往症,标准问题,既往症是什么意思,既往症是什么意思,"既往症,老毛病,已有疾病",成功,是,否,33%,0.736,既往症是什么意思,什么是既往症？既往症包括哪些疾病？,宁惠保是设有免赔额的，并不是您自己支付的金额超过1.45万或者2万就可以赔付，而是根据您就医时使用的
既往症,标准问题,既往症怎么认定的,既往症怎么认定的,"既往症认定,老毛病处理,已有疾病",失败,否,否,0%,0.795,怎么判断既往症？,既往症怎么认定的,关于被保险人特定既往症的约定如下：1、关于医保范围内住院医疗费用保障（责任一）与医保目录外院内自费药
既往症,标准问题,还有既往症是不是只能报销百分之30,还有既往症是不是只能报销百分之30,"既往症,赔付比例,报销比例",成功,是,是,100%,0.888,还有既往症是不是只能报销百分之30,对于既往症是什么政策啊,25年：免赔额是年度内累计的（基础版99）①责任一：(住院/门特/门诊大病) 医保范围内个人自付：免
既往症,标准问题,怎么判断既往症？,怎么判断既往症？,"判断既往症,老毛病定义,已有疾病",成功,是,否,0%,0.797,怎么判断既往症？,既往症怎么认定的,关于被保险人特定既往症的约定如下：1、关于医保范围内住院医疗费用保障（责任一）与医保目录外院内自费药
既往症,标准问题,对于既往症是什么政策啊,对于既往症是什么政策啊,"既往症,老毛病,已有疾病",成功,是,否,33%,0.764,对于既往症是什么政策啊,既往症怎么认定的,25年：免赔额是年度内累计的（基础版99）①责任一 医保范围内个人自付：免赔额 1.5万， 1.5万
条款解释,标准问题,什么是个人自付和个人自费？,什么是个人自付和个人自费？,"个人自付,个人自费,医保目录内",成功,是,是,100%,0.708,什么是个人自付和个人自费？,现在住院自费太高，自费加起来2万才报吗,个人自付是指医保目录内药品、诊疗项目等费用，由医保基金支付后，个人需承担的部分；个人自费是指医保目录
条款解释,标准问题,什么叫必需且合理的医疗费用？,什么叫必需且合理的医疗费用？,"必需且合理,医疗费用,治疗规范",成功,是,是,100%,0.826,什么叫必需且合理的医疗费用？,什么是个人自付和个人自费？,您好，必需且合理是指符合通常惯例且医学必需的医疗费用：
(1)符合通常惯例指与接受医疗服务所在地通行
条款解释,标准问题,投保人、被保险人分别指什么？,投保人、被保险人分别指什么？,"投保人,被保险人,定义",成功,是,是,67%,0.863,投保人、被保险人分别指什么？,保险人是指什么？,您好，投保人就是购买保险的人，也就是出钱的。根据中国《保险法》规定，投保人是指与保险人订立保险合同，
条款解释,标准问题,医疗费用发票原件丢失了怎么办？,医疗费用发票原件丢失了怎么办？,"发票丢失,医疗发票丢了,理赔材料缺失",成功,是,否,0%,0.877,医疗费用发票原件丢失了怎么办？,理赔原件可以退还吗,您好，若您的医疗费用发票原件丢失，建议您拨打宁惠保客服热线4000040181，由人工客服为您确认具
条款解释,标准问题,保险人是指什么？,保险人是指什么？,"保险人,承保人,保险公司",成功,是,是,100%,0.791,保险人是指什么？,投保人、被保险人分别指什么？,您好，保险人又称承保人，根据中国《保险法》规定，是指与投保人订立保险合同，并承担赔偿或者给付保险金责
条款解释,标准问题,什么是医保身份？,什么是医保身份？,"医保身份,社保身份,医保参保",成功,是,否,33%,0.845,什么是医保身份？,什么是社会基本医疗保险,您好，“医保”指的就是社会医疗保险（简称医保或社保），“医保身份”指的是用人单位或者个人根据社保政策
条款解释,标准问题,参保所需证件类型指的是什么,参保所需证件类型指的是什么,"证件类型,身份证,材料",成功,是,是,67%,0.844,参保所需证件类型指的是什么,什么是医保身份？,您好，参保所需证件类型为中华人民共和国居民身份证，请您留意。 您好，“医保”指的就是社会医疗保险（简
条款解释,标准问题,什么是社会保险定点医院？,什么是社会保险定点医院？,"定点医院,医保医院,社保医院",成功,是,否,33%,0.825,什么是社会保险定点医院？,哪里可以查询医保定点医院？,您好，社会保险定点医院指的是当地社会医疗保险的管理部门指定具有医疗资格的医院，并对已参加社保的人员可
条款解释,标准问题,什么是社会基本医疗保险,什么是社会基本医疗保险,"社会基本医疗保险,医保,基本医疗",成功,是,是,100%,0.822,什么是社会基本医疗保险,什么是医保身份？,您好，社会基本医疗保险指国家最新修订颁布的《社会保险法》规定的基本医疗保险，包括城镇职工基本医疗保险
条款解释,标准问题,什么是商业保险？,什么是商业保险？,"商业保险,商业险,非社保",成功,是,否,33%,0.778,什么是商业保险？,什么是社会基本医疗保险,商业保险是指通过订立保险合同运营，以营利为目的的保险形式，由专门的保险企业经营。 您好，社会基本医疗
条款解释,标准问题,什么是既往症？既往症包括哪些疾病？,什么是既往症？既往症包括哪些疾病？,"既往症,老毛病,已有疾病",成功,是,否,33%,0.791,什么是既往症？既往症包括哪些疾病？,怎么判断既往症？,既往症是指参保人在产品生效前已患下列六种疾病或已存在患上述疾病的病前症状，并因此疾病或其并发症导致在
条款解释,标准问题,南京门诊大病指哪些病？,南京门诊大病指哪些病？,"南京门诊大病,病种范围,特殊病种",成功,是,否,0%,0.846,南京门诊大病指哪些病？,什么是门诊大病？,目前：南京居民医保门诊特殊（门诊大病）病种共17种：
①恶性肿瘤 ②器官移植(含造血干细胞)术 ③后
条款解释,标准问题,什么是门诊大病？,什么是门诊大病？,"门诊大病,特殊疾病门诊,门特",成功,是,是,100%,0.793,什么是门诊大病？,南京门诊大病指哪些病？,根据南京市特殊疾病门诊医疗制度（简称门诊大病制度），参加南京市基本医疗保险的居民，如果患有特定的严重
特药保障,标准问题,阿来替尼是特药吗,阿来替尼是特药吗,"阿来替尼,特药,特效药",成功,是,否,0%,0.769,阿来替尼是特药吗,那个医保外报销的指的就是特药报销？,26年：免赔额是年度内累计的（基础版99）①责任一 医保范围内个人自付：免赔额 1.5万， 1.5万
特药保障,标准问题,那个医保外报销的指的就是特药报销？,那个医保外报销的指的就是特药报销？,"医保外,特药,药品报销",成功,是,否,33%,0.865,那个医保外报销的指的就是特药报销？,进口药、自费药可以报销吗,升级版：责任一：医保范围内医疗保障100万元 免赔额：1.45至2万元之间 非既往症人群50%，既往
特药保障,标准问题,如果是不在医保内的药品，就没有包括在责任二里面？,如果是不在医保内的药品，就没有包括在责任二里面？,"医保外药品,责任二,不包含",成功,是,否,33%,0.880,如果是不在医保内的药品，就没有包括在责任二里面？,那个医保外报销的指的就是特药报销？,责任一：住院或接受门特、门诊大病治疗发生的基本医保范围内个人自付医疗费用以及住院期间使用国家谈判药品
特药保障,标准问题,能帮我查下格列卫在特药范围内吗？,能帮我查下格列卫在特药范围内吗？,"格列卫,特药,药品范围",成功,是,否,0%,0.853,能帮我查下格列卫在特药范围内吗？,那个医保外报销的指的就是特药报销？,既往症：参保人在产品生效前如已患下列列明的六种疾病或已存在患下列列明的六种疾病的病前症状，并因此疾病
特药保障,标准问题,老人已经去世了，还有药品的报销。这怎么操作？没办法委托,老人已经去世了，还有药品的报销。这怎么操作？没办法委托,"去世,报销,药品",成功,是,否,0%,0.901,老人已经去世了，还有药品的报销。这怎么操作？没办法委托,请问门诊双通道的药品可以报销吗？,⒈申请人与被保险人身份证正反面、⒉被保险人医保卡（非江苏省内医保/非芜马滁宣医保的须提供投保时满一年
理赔材料,标准问题,报销需要哪些材料？,报销需要哪些材料？,"报销材料,理赔资料,所需文件",成功,是,否,0%,0.833,报销需要哪些材料？,理赔需要哪些资料？,报销所需材料包括：住院发票、出院小结或出院记录、住院费用明细清单（需左上角有“南京市”标识，名称为“
理赔材料,标准问题,理赔申请需要哪些材料？,理赔申请需要哪些材料？,"理赔材料,所需资料,住院发票",成功,否,是,100%,0.835,理赔需要哪些资料？,理赔只需要银行卡号就可以吗？还需要什么？,您好，您可以关注【南京市宁惠保】微信公众号了解理赔所需资料，具体路径为：公众号--【理赔专区】--【
理赔材料,标准问题,理赔需要哪些资料？,理赔需要哪些资料？,"理赔材料,所需资料,报销文件",成功,是,否,33%,0.838,理赔需要哪些资料？,理赔只需要银行卡号就可以吗？还需要什么？,您好，您可以关注【南京市宁惠保】微信公众号了解理赔所需资料，具体路径为：公众号--【理赔专区】--【
理赔材料,标准问题,特药直送需要什么材料？,特药直送需要什么材料？,"特药直送,购药前,所需材料",成功,是,否,33%,0.829,特药直送需要什么材料？,特药事后理赔需要什么材料？,您好，申请特药直送（您还未购药，通过特药直送仅需支付剩余费用）需要准备：1.被保险人身份证正反面；2
理赔材料,标准问题,理赔需要提供哪些资料？,理赔需要提供哪些资料？,"理赔资料,申请材料,报销所需",失败,否,否,0%,0.829,理赔需要哪些资料？,理赔只需要银行卡号就可以吗？还需要什么？,您好，您可以关注【南京市宁惠保】微信公众号了解理赔所需资料，具体路径为：公众号--【理赔专区】--【
理赔材料,标准问题,异地就医需要提供哪些材料？,异地就医需要提供哪些材料？,"异地就医材料,所需资料,医保结算单",成功,是,否,33%,0.828,异地就医需要提供哪些材料？,住院材料需要哪些？,异地就医需提供医保结算单，该单据由参保地医保中心出具，金额更准确。如无法提供，可按现有材料理算（南京
理赔材料,标准问题,住院材料需要哪些？,住院材料需要哪些？,"住院,所需材料,出院记录",成功,是,是,100%,0.837,住院材料需要哪些？,住院报销需要哪些材料？,住院材料包含：住院发票、出院小结或出院记录、住院费用明细清单（左上角需有“南京市”标识，名称为“南京
理赔材料,标准问题,理赔只需要银行卡号就可以吗？还需要什么？,理赔只需要银行卡号就可以吗？还需要什么？,"理赔材料,银行卡号,身份证",成功,是,是,100%,0.894,理赔只需要银行卡号就可以吗？还需要什么？,线下理赔地址在哪里？,您好，理赔不仅需要银行卡号，还需提供：
① 被保险人身份证
② 被保险人银行卡（需本人账户）
③ 医
理赔材料,标准问题,没出院就办了直赔，再直赔后出院之前又产生费用呢,没出院就办了直赔，再直赔后出院之前又产生费用呢,"直赔,未出院,后续费用",成功,是,否,33%,0.931,没出院就办了直赔，再直赔后出院之前又产生费用呢,出院后。理赔是这样吗？,您好，本产品赔付比例为：基础保障版（99元版本）①责任一：免赔额1.5至2万元之间赔付20%；2万元
理赔材料,标准问题,特药事后理赔需要什么材料？,特药事后理赔需要什么材料？,"特药,事后理赔,材料清单",成功,是,是,67%,0.879,特药事后理赔需要什么材料？,特药理赔怎么申请？,您好，特药事后理赔（您已完成购药）需要准备以下材料：1.被保险人身份证正反面；2.病历诊断报告；3.
理赔流程,标准问题,有理赔次数限制吗？,有理赔次数限制吗？,"理赔次数限制,赔付次数,报销次数",成功,是,否,0%,0.825,有理赔次数限制吗？,理赔金额为什么按年度计算而不是按治疗周期？,您好，理赔次数没有限制，但保障期间内，各项保障责任赔付金额以保额为限。 您好，宁惠保保障周期为自然年
理赔流程,标准问题,什么是直赔和快赔？有什么区别？,什么是直赔和快赔？有什么区别？,"直赔,快赔,理赔方式",成功,是,是,67%,0.777,什么是直赔和快赔？有什么区别？,那个直赔怎么没有报销,①直赔：南京医保参保人在42家直赔医院就诊，出院时宁惠保即给予赔付，无需提交理赔申请和材料，出院即赔
理赔流程,标准问题,今年还支持直赔吗？直赔医院有哪些？,今年还支持直赔吗？直赔医院有哪些？,"直赔,直赔医院,免赔额",成功,是,是,100%,0.897,今年还支持直赔吗？直赔医院有哪些？,什么是直赔和快赔？有什么区别？,南京医保参保人在以下42家直赔医院就诊，在南京宁惠保公众号提前通过直赔登记，就可以享受直赔服务：直联
理赔流程,标准问题,医院等级在哪里查看？,医院等级在哪里查看？,"医院等级查询,医疗机构等级,医院级别",成功,是,否,0%,0.857,医院等级在哪里查看？,哪里可以查询医保定点医院？,您好，您可以通过全国医疗机构查询系统确认医院等级，具体网址为：http://www.gov.cn/f
理赔流程,标准问题,传统理赔需要提交哪些材料？,传统理赔需要提交哪些材料？,"理赔材料,住院发票,理赔申请",成功,是,否,33%,0.841,传统理赔需要提交哪些材料？,理赔只需要银行卡号就可以吗？还需要什么？,传统理赔需要提交的材料包括：住院发票、出院小结或出院记录、住院费用明细清单（左上角需标注‘南京市’，
理赔流程,标准问题,住院手术需要装起搏器，怎么申请理赔？,住院手术需要装起搏器，怎么申请理赔？,"起搏器,住院理赔,直赔登记",成功,是,否,33%,0.870,住院手术需要装起搏器，怎么申请理赔？,你告诉我达到多少费用就可以理赔吧？,您好，住院前可进行直赔登记。适用人群：南京基本医疗保险参保人员，一年申请一次即可（或在办理出院费用结
理赔流程,标准问题,你告诉我达到多少费用就可以理赔吧？,你告诉我达到多少费用就可以理赔吧？,"理赔起付线,免赔额标准",成功,是,否,0%,0.873,你告诉我达到多少费用就可以理赔吧？,理赔门槛是多少？超过多少费用可以申请理赔？,26年：免赔额是年度内累计的 （基础版99） ①责任一 医保范围内个人自付：免赔额 1.5万， 1.
理赔流程,标准问题,出院后。理赔是这样吗？,出院后。理赔是这样吗？,"出院后理赔,理赔流程,申请方式",成功,是,否,33%,0.866,出院后。理赔是这样吗？,没出院就办了直赔，再直赔后出院之前又产生费用呢,理赔申请方式：方式一：住院前可进行直赔登记：适用人群，南京基本医疗保险参保人员，一年申请一次即可（或
理赔流程,标准问题,医保报销后个人自付和自费费用如何赔付？,医保报销后个人自付和自费费用如何赔付？,"医保报销后,个人自付,自费费用",成功,是,是,67%,0.874,医保报销后个人自付和自费费用如何赔付？,理赔金额是如何计算的？,住院/门特/门诊大病，经过医保报销后，您个人支付的费用，医保局会划分成2部分：医保范围内个人自付和医
理赔流程,标准问题,医保结算单是什么？,医保结算单是什么？,"医保结算单,医保单据,自付金额",成功,是,否,33%,0.859,医保结算单是什么？,异地就医结算单是什么？,医保结算单是指由医保参保地出具的包含个人自付（或先行自付、乙类自理）和个人自费（或丙类自理、超限价）
理赔流程,标准问题,南京宁惠保线下理赔地址在哪里？,南京宁惠保线下理赔地址在哪里？,"南京宁惠保,理赔地址,线下办理",成功,是,是,67%,0.877,南京宁惠保线下理赔地址在哪里？,如何进行线下理赔？,南京宁惠保线下理赔地址为南京市秦淮区长白街346号，人保财险城南分公司宁惠保5号窗口。工作时间：工作
理赔流程,标准问题,参保地变更能赔付吗？,参保地变更能赔付吗？,"变更参保地,赔付,医保中断",成功,是,否,33%,0.839,参保地变更能赔付吗？,可以变更受益人吗,您好，被保险人首次参加基本医疗保险，或在本产品保障期间内中断医保参保缴费或欠缴费，本产品仅承担在医保
理赔流程,标准问题,可以为他人进行理赔报案吗？,可以为他人进行理赔报案吗？,"他人理赔,代报案,理赔代办",成功,是,否,0%,0.874,可以为他人进行理赔报案吗？,理赔只需要银行卡号就可以吗？还需要什么？,您好：可以为其他已参保南京宁惠保六期的被保险人进行理赔报案 您好，理赔不仅需要银行卡号，还需提供：

理赔流程,标准问题,在哪里查询理赔须知？,在哪里查询理赔须知？,"理赔须知,报销说明,申请赔款",成功,是,否,33%,0.815,在哪里查询理赔须知？,线下理赔地址在哪里？,您好，您可关注【南京宁惠保】微信公众号--【参保入口】，进入参保页面，点击【理赔须知】进行查看 南京
理赔流程,标准问题,如何办理宁惠保理赔？,如何办理宁惠保理赔？,"理赔流程,报销材料,住院发票",成功,是,是,67%,0.849,如何办理宁惠保理赔？,如何申请理赔？理赔流程是什么？,宁惠保理赔可以一次性报理赔，也可以分开理赔，只要符合理赔范围即可。需要提供住院发票、出院小结或出院记
理赔流程,标准问题,如何查询理赔进度？,如何查询理赔进度？,"理赔进度,查询状态,报销进展",成功,是,否,33%,0.868,如何查询理赔进度？,理赔立案需要多长时间？,您好，您可以通过以下方式查询理赔进度：
① 关注【南京宁惠保】微信公众号，点击【我的服务】-【理赔进
理赔流程,标准问题,如何申请宁惠保理赔？,如何申请宁惠保理赔？,"宁惠保理赔,申请,时间",成功,否,是,67%,0.850,如何申请理赔？理赔流程是什么？,如何办理宁惠保理赔？,除了直赔，“南京宁惠保”还有快赔和传统理赔两种方式。这两种理赔方式需要在“南京宁惠保”公众号【理赔专
理赔流程,标准问题,如何申请理赔？理赔流程是什么？,如何申请理赔？理赔流程是什么？,"理赔,流程,方式",成功,是,是,67%,0.821,如何申请理赔？理赔流程是什么？,申请理赔的方式有哪些？哪种方式更方便？,除了直赔，“南京宁惠保”还有快赔和传统理赔两种方式。这两种理赔方式需要在“南京宁惠保”公众号【理赔专
理赔流程,标准问题,如何进行南京宁惠保的理赔操作？,如何进行南京宁惠保的理赔操作？,"理赔,报销,申请赔款",失败,否,否,33%,0.880,如何进行理赔？,如何进行南京宁惠保的理赔操作？,理赔流程如下：1.通过『我的南京』APP，进入『我的』-『南京宁惠保』；2.或通过南京宁惠保微信公众
理赔流程,标准问题,如何进行理赔？,如何进行理赔？,"理赔,操作,流程",成功,否,是,67%,0.777,线下理赔地址在哪里？,如何申请理赔？理赔流程是什么？,南京宁惠保线下理赔地址为南京市秦淮区长白街346号，人保财险城南分公司宁惠保5号窗口。工作人员将协助
理赔流程,标准问题,如何进行理赔申请？,如何进行理赔申请？,"理赔申请,怎么申请,南京宁惠保",成功,否,是,67%,0.798,申请理赔的方式有哪些？哪种方式更方便？,理赔申请有哪些方式？哪种方式更方便？,理赔方式包括线上申请和线下提交。线上申请通过官方平台或APP操作，更为便捷快速，建议优先选择线上方式
理赔流程,标准问题,如何进行线下理赔？,如何进行线下理赔？,"线下理赔,现场办理,材料",成功,否,是,67%,0.911,线下理赔地址在哪里？,线下办理理赔的地址和时间是什么？,南京宁惠保线下理赔地址为南京市秦淮区长白街346号，人保财险城南分公司宁惠保5号窗口。工作人员将协助
理赔流程,标准问题,宁惠保六期理赔时间是什么时候？,宁惠保六期理赔时间是什么时候？,"理赔时间,通道开启,申请时间",成功,是,否,33%,0.866,宁惠保六期理赔时间是什么时候？,如何申请宁惠保理赔？,宁惠保六期理赔需等待26年理赔通道开启后申请。12月31日前投保的，2月10日可理赔；12月31日后
理赔流程,标准问题,宁惠保的理赔条件是什么？,宁惠保的理赔条件是什么？,"宁惠保,理赔条件,报销条件",成功,是,否,33%,0.823,宁惠保的理赔条件是什么？,什么情况下可以申请宁惠保理赔？,宁惠保的理赔范围包括住院和门特、门诊大病类型的门诊费用，经医保结算之后，剩余的费用按不同责任理赔，超
理赔流程,标准问题,异地就医包括哪些人员？,异地就医包括哪些人员？,"异地就医,人员范围,异地安置",成功,是,是,67%,0.818,异地就医包括哪些人员？,异地就医是否可以理赔？,您好，异地就医人员包括：①异地安置退休人员，即退休后在异地定居并且户籍迁入定居地的人员；②异地长期居
理赔流程,标准问题,异地就医是否可以理赔？,异地就医是否可以理赔？,"异地就医,理赔,报销",成功,是,是,100%,0.840,异地就医是否可以理赔？,国外的住院医疗费用本产品可以理赔吗？,您好，在外地/异地医保定点医院就医是可以申请理赔的，具体理赔情况如下：
①常住（驻）人员在备案地医保
理赔流程,标准问题,异地就医结算单是什么？,异地就医结算单是什么？,"异地就医结算单,结算单据,医保结算",成功,是,是,100%,0.867,异地就医结算单是什么？,异地就医需要提供哪些材料？,异地就医住院费用结算单是指在异地就医的情况下，参保地医保中心开出的结算单据。该单据包含了医疗费用的明
理赔流程,标准问题,身份证件过期后可以申请理赔吗,身份证件过期后可以申请理赔吗,"理赔,证件过期,申请",成功,是,是,100%,0.891,身份证件过期后可以申请理赔吗,理赔只需要银行卡号就可以吗？还需要什么？,您好，若您的有效证件过期的，为了保护您的权益，暂时不可以申请理赔。我们建议 您可以先更换有效证件后再
理赔流程,标准问题,怎么办理异地就医备案手续？,怎么办理异地就医备案手续？,"异地就医备案,异地就医手续,备案方式",成功,是,否,33%,0.879,怎么办理异地就医备案手续？,异地就医是否可以理赔？,您好，可通过以下方式办理异地就医备案手续：
①参保单位可以通过南京市人力资源和社会保障网站，登录后为
理赔流程,标准问题,想请问下理赔的金额？,想请问下理赔的金额？,"理赔金额,赔付比例,报销多少",失败,否,否,33%,0.788,你告诉我达到多少费用就可以理赔吧？,想请问下理赔的金额？,26年：免赔额是年度内累计的 （基础版99） ①责任一 医保范围内个人自付：免赔额 1.5万， 1.
理赔流程,标准问题,我理赔资料填写不符吗,我理赔资料填写不符吗,"理赔资料不符,材料错误,填写错误",成功,是,否,0%,0.876,我理赔资料填写不符吗,保单号可以空着吗,24年：免赔额是年度内累计的（基础版99） ①责任一 医保范围内个人自付：免赔额 1.8万， 1.8
理赔流程,标准问题,指定医院有哪些？,指定医院有哪些？,"指定医院,定点医疗机构,可就诊医院",成功,是,否,33%,0.712,指定医院有哪些？,哪里可以查询医保定点医院？,您好，本产品指定医院如下：
①社会保险定点医院
②质子重离子医疗费用的指定医院是上海质子重离子医院 
理赔流程,标准问题,提交理赔后多久能审核完？,提交理赔后多久能审核完？,"理赔时间,审核周期,处理时长",成功,是,否,0%,0.880,提交理赔后多久能审核完？,理赔审核需要多长时间？,您好，理赔审核时间如下：
① 一般案件：5-10个工作日
② 复杂案件：可能需要15-20个工作日

理赔流程,标准问题,2026年的理赔在快速理赔里查不到怎么办？,2026年的理赔在快速理赔里查不到怎么办？,"理赔,查询不到,快速理赔",成功,是,是,100%,0.879,2026年的理赔在快速理赔里查不到怎么办？,那个直赔怎么没有报销,您好，快速理赔功能仅支持查询当年已审核通过的理赔记录。如查询不到2026年理赔：
① 确认理赔申请是
理赔流程,标准问题,没有到医保报销可以直接申请理赔吗？,没有到医保报销可以直接申请理赔吗？,"医保报销,直接理赔,未经医保",成功,是,否,33%,0.878,没有到医保报销可以直接申请理赔吗？,那个直赔怎么没有报销,您好，本产品不接受用户未经医保的报销后直接向保司申请理赔，参保人享受医保待遇，但未使用基本医疗保险报
理赔流程,标准问题,特药理赔怎么申请？,特药理赔怎么申请？,"特药,理赔流程,申请方式",成功,是,否,33%,0.860,特药理赔怎么申请？,如何申请特药理赔？,您好，特药理赔申请路径：1.【南京宁惠保】公众号：理赔服务—理赔申请—特药理赔；2.【我的南京】AP
理赔流程,标准问题,理赔原件可以退还吗,理赔原件可以退还吗,"理赔原件,发票退还,分割单",成功,是,否,33%,0.838,理赔原件可以退还吗,理赔时需要发票原件吗,您好，索赔后的医疗费用发票原件我们是不主动退还的，但是当您的赔付金额未达到您实际支出的医疗费用全额时
理赔流程,标准问题,理赔审核需要多长时间？,理赔审核需要多长时间？,"理赔审核,处理时间,快赔",成功,是,是,67%,0.872,理赔审核需要多长时间？,提交理赔后多久能审核完？,您好，理赔时效如下：
1. 快赔：3个工作日内完成；
2. 传统理赔：5-7个工作日内完成立案审核；
理赔流程,标准问题,理赔时需要发票原件吗,理赔时需要发票原件吗,"理赔材料,发票原件,电子材料",成功,是,是,67%,0.851,理赔时需要发票原件吗,理赔原件可以退还吗,您好，被保险人在扣除1.5-2万免赔后索赔金额1万元以下的上传电子材料索赔 （发票拍照前需用黑色水笔
理赔流程,标准问题,理赔未通过的原因是什么？,理赔未通过的原因是什么？,"理赔失败,未通过原因,审核不通过",成功,是,否,0%,0.834,理赔未通过的原因是什么？,理赔申请被驳回的原因是什么？,理赔未通过的原因包括：1、25年入院，请去五期申请理赔；2、请补充本次住院对应的清单抬头为《南京市基
理赔流程,标准问题,理赔标准是什么？,理赔标准是什么？,"理赔标准,赔付门槛,免赔额",失败,否,否,33%,0.794,你告诉我达到多少费用就可以理赔吧？,理赔门槛是多少？超过多少费用可以申请理赔？,26年：免赔额是年度内累计的 （基础版99） ①责任一 医保范围内个人自付：免赔额 1.5万， 1.
理赔流程,标准问题,理赔申请有哪些方式？哪种方式更方便？,理赔申请有哪些方式？哪种方式更方便？,"理赔方式,申请渠道,线上申请",成功,否,是,67%,0.879,申请理赔的方式有哪些？哪种方式更方便？,理赔申请有哪些方式？哪种方式更方便？,理赔方式包括线上申请和线下提交。线上申请通过官方平台或APP操作，更为便捷快速，建议优先选择线上方式
理赔流程,标准问题,理赔申请的渠道有哪些,理赔申请的渠道有哪些,"理赔渠道,申请路径,线上平台",失败,否,否,33%,0.836,理赔申请有哪些方式？哪种方式更方便？,理赔申请的渠道有哪些,理赔申请可通过线上渠道或线下途径进行。具体方式包括：通过官方APP、微信公众号、官网等线上平台提交申
